Cacheblock,op_pair_count,temperature
7ffda754db00,2,Cold (1-2 pairs)
7ffda7553440,1,Cold (1-2 pairs)
7ffda756b800,1,Cold (1-2 pairs)
7ffda757ce40,1,Cold (1-2 pairs)
7ffda757dac0,1,Cold (1-2 pairs)
7ffda7582300,2,Cold (1-2 pairs)
7ffda7582880,4,Warm (3-10 pairs)
7ffda75828c0,1,Cold (1-2 pairs)
7ffda7586a00,1,Cold (1-2 pairs)
7ffda7586f40,1,Cold (1-2 pairs)
7ffda758b800,1,Cold (1-2 pairs)
7ffda7591280,2,Cold (1-2 pairs)
7ffda75953c0,1,Cold (1-2 pairs)
7ffda75a9840,2,Cold (1-2 pairs)
7ffda75ae600,1,Cold (1-2 pairs)
7ffda75b2780,3,Warm (3-10 pairs)
7ffda75e04c0,1,Cold (1-2 pairs)
7ffda75f9a00,2,Cold (1-2 pairs)
7ffda75f9a40,2,Cold (1-2 pairs)
7ffda75fb240,1,Cold (1-2 pairs)
7ffda7603440,15,Hot (11+ pairs)
7ffda7603480,1,Cold (1-2 pairs)
7ffda76034c0,1,Cold (1-2 pairs)
7ffda76077c0,35,Hot (11+ pairs)
7ffda7607800,2,Cold (1-2 pairs)
7ffda7607840,1,Cold (1-2 pairs)
7ffda7607940,1,Cold (1-2 pairs)
7ffda7608f80,1,Cold (1-2 pairs)
7ffda7609400,1,Cold (1-2 pairs)
7ffda7609880,1,Cold (1-2 pairs)
7ffda760a080,2,Cold (1-2 pairs)
7ffda760a0c0,2,Cold (1-2 pairs)
7ffda760a100,7,Warm (3-10 pairs)
7ffda760a140,3,Warm (3-10 pairs)
7ffda760a180,2,Cold (1-2 pairs)
7ffda760a1c0,1,Cold (1-2 pairs)
7ffda760a200,1,Cold (1-2 pairs)
7ffda7640640,2,Cold (1-2 pairs)
7ffda7640680,1,Cold (1-2 pairs)
7ffda7640780,1,Cold (1-2 pairs)
7ffda76407c0,85,Hot (11+ pairs)
7ffda7640800,12,Hot (11+ pairs)
7ffda7640840,4,Warm (3-10 pairs)
7ffda76408c0,3,Warm (3-10 pairs)
7ffda7640900,18,Hot (11+ pairs)
7ffda7640940,23,Hot (11+ pairs)
7ffda7641100,3,Warm (3-10 pairs)
7ffda7641140,1,Cold (1-2 pairs)
7ffda7641180,1,Cold (1-2 pairs)
7ffda7663400,1,Cold (1-2 pairs)
7ffda7663a00,6,Warm (3-10 pairs)
7ffda7664380,1,Cold (1-2 pairs)
7ffda76677c0,2,Cold (1-2 pairs)
7ffda7667800,3,Warm (3-10 pairs)
7ffda768cac0,9,Warm (3-10 pairs)
7ffda768cb00,2,Cold (1-2 pairs)
7ffda768cb40,4,Warm (3-10 pairs)
7ffda76b42c0,1,Cold (1-2 pairs)
7ffda76b4680,1,Cold (1-2 pairs)
7ffda76e3ec0,2,Cold (1-2 pairs)
7ffda76fcf80,3,Warm (3-10 pairs)
7ffda76fe540,3,Warm (3-10 pairs)
7ffda7708640,9,Warm (3-10 pairs)
7ffda7708680,6,Warm (3-10 pairs)
7ffda7709600,2,Cold (1-2 pairs)
7ffda7709640,1,Cold (1-2 pairs)
7ffda7709780,1,Cold (1-2 pairs)
7ffda77097c0,1,Cold (1-2 pairs)
7ffda770d280,1,Cold (1-2 pairs)
7ffda770d2c0,1,Cold (1-2 pairs)
7ffda770d400,1,Cold (1-2 pairs)
7ffda790b400,4,Warm (3-10 pairs)
7ffda790dfc0,5,Warm (3-10 pairs)
7ffda790e080,1,Cold (1-2 pairs)
7ffda790e440,2,Cold (1-2 pairs)
7ffda7987f40,1,Cold (1-2 pairs)
7ffda7abd500,7,Warm (3-10 pairs)
7ffda7abd540,2,Cold (1-2 pairs)
7ffda7acba40,13,Hot (11+ pairs)
7ffda7ae0f00,1,Cold (1-2 pairs)
7ffda7b04b80,8,Warm (3-10 pairs)
7ffda7b04bc0,3,Warm (3-10 pairs)
7ffda7b04d40,4,Warm (3-10 pairs)
7ffda7d05600,2,Cold (1-2 pairs)
7ffda7d09280,1,Cold (1-2 pairs)
7ffda7d092c0,2,Cold (1-2 pairs)
7ffda7d13c00,5,Warm (3-10 pairs)
7ffda7d13c40,37,Hot (11+ pairs)
7ffda7d13e80,1,Cold (1-2 pairs)
7ffda7d13f00,1,Cold (1-2 pairs)
7ffda7d93080,1,Cold (1-2 pairs)
7ffda7d95580,1,Cold (1-2 pairs)
7ffda7d95c00,7,Warm (3-10 pairs)
7ffda7d95c40,27,Hot (11+ pairs)
7ffda7d95c80,8,Warm (3-10 pairs)
7ffda7d95d00,1,Cold (1-2 pairs)
7ffda7d95d40,5,Warm (3-10 pairs)
7ffda7d95d80,1,Cold (1-2 pairs)
7ffda7d95ec0,1,Cold (1-2 pairs)
7ffda7d95f00,4,Warm (3-10 pairs)
7ffda7d95f40,2,Cold (1-2 pairs)
7ffda7d96000,1,Cold (1-2 pairs)
7ffda7d960c0,1,Cold (1-2 pairs)
7ffda7d96100,2,Cold (1-2 pairs)
7ffda7d96340,1,Cold (1-2 pairs)
7ffda7d96680,1,Cold (1-2 pairs)
7ffda7d96ac0,2,Cold (1-2 pairs)
7ffda7d96e80,2,Cold (1-2 pairs)
7ffda7d98600,1,Cold (1-2 pairs)
7ffda7d9a4c0,1,Cold (1-2 pairs)
7ffda7d9a600,1,Cold (1-2 pairs)
7ffda7d9a9c0,1,Cold (1-2 pairs)
7ffda7d9ab40,3,Warm (3-10 pairs)
7ffda7d9ab80,5,Warm (3-10 pairs)
7ffda7dae640,8,Warm (3-10 pairs)
7ffda7dae680,2,Cold (1-2 pairs)
7ffda7db0c40,2,Cold (1-2 pairs)
7ffda7df5100,2,Cold (1-2 pairs)
7ffda7df5200,1,Cold (1-2 pairs)
7ffda7df6700,3,Warm (3-10 pairs)
7ffda7df68c0,1,Cold (1-2 pairs)
7ffda7df8080,2,Cold (1-2 pairs)
7ffda7dffe40,1,Cold (1-2 pairs)
7ffda7e002c0,1,Cold (1-2 pairs)
7ffda7e39a80,1,Cold (1-2 pairs)
7ffda7e3a400,3,Warm (3-10 pairs)
7ffda7e3a4c0,2,Cold (1-2 pairs)
7ffda7e3c140,1,Cold (1-2 pairs)
7ffda7e3f480,6,Warm (3-10 pairs)
7ffda7e3f4c0,4,Warm (3-10 pairs)
7ffda7e3f640,3,Warm (3-10 pairs)
7ffda7e3f680,2,Cold (1-2 pairs)
7ffda7e3f6c0,1,Cold (1-2 pairs)
7ffda7e3fe40,3,Warm (3-10 pairs)
7ffda7e40300,1,Cold (1-2 pairs)
7ffda7e40bc0,1,Cold (1-2 pairs)
7ffda7e44680,1,Cold (1-2 pairs)
7ffda7e47480,1,Cold (1-2 pairs)
7ffda7e49dc0,1,Cold (1-2 pairs)
7ffda7e49e40,1,Cold (1-2 pairs)
7ffda7e4a940,1,Cold (1-2 pairs)
7ffda7e4aa40,2,Cold (1-2 pairs)
7ffda7e4dfc0,2,Cold (1-2 pairs)
7ffda7e50b80,2,Cold (1-2 pairs)
7ffda7e50c80,1,Cold (1-2 pairs)
7ffda7e533c0,12,Hot (11+ pairs)
7ffda7e53400,7,Warm (3-10 pairs)
7ffda7e53440,8,Warm (3-10 pairs)
7ffda7e5c380,7,Warm (3-10 pairs)
7ffda7e5c3c0,3,Warm (3-10 pairs)
7ffda7e5c440,3,Warm (3-10 pairs)
7ffda7e5c500,3,Warm (3-10 pairs)
7ffda7e61640,3,Warm (3-10 pairs)
7ffda7e688c0,4,Warm (3-10 pairs)
7ffda7e73bc0,1,Cold (1-2 pairs)
7ffda7e73c00,5,Warm (3-10 pairs)
7ffda7e73c40,4,Warm (3-10 pairs)
7ffda7e73c80,1,Cold (1-2 pairs)
7ffda7e74740,3,Warm (3-10 pairs)
7ffda7e74780,3,Warm (3-10 pairs)
7ffda7e747c0,3,Warm (3-10 pairs)
7ffda7e74800,1,Cold (1-2 pairs)
7ffda7e74840,1,Cold (1-2 pairs)
7ffda7e75780,1,Cold (1-2 pairs)
7ffda7e75940,1,Cold (1-2 pairs)
7ffda7e7ae80,1,Cold (1-2 pairs)
7ffda7e7aec0,1,Cold (1-2 pairs)
7ffda7e7af00,1,Cold (1-2 pairs)
7ffda7e7b040,1,Cold (1-2 pairs)
7ffda7e7e4c0,14,Hot (11+ pairs)
7ffda7e7e500,12,Hot (11+ pairs)
7ffda815cec0,1,Cold (1-2 pairs)
7ffda8186d00,1,Cold (1-2 pairs)
7ffda8186d80,1,Cold (1-2 pairs)
7ffda81f62c0,1,Cold (1-2 pairs)
7ffda8215fc0,8,Warm (3-10 pairs)
7ffda8216000,2,Cold (1-2 pairs)
7ffda8216040,2,Cold (1-2 pairs)
7ffda82af0c0,1,Cold (1-2 pairs)
7ffda82af440,2,Cold (1-2 pairs)
7ffda82af4c0,1,Cold (1-2 pairs)
7ffda82afe40,4,Warm (3-10 pairs)
7ffda82b93c0,9,Warm (3-10 pairs)
7ffda82da980,4,Warm (3-10 pairs)
7ffda82da9c0,2,Cold (1-2 pairs)
7ffda82f0180,14,Hot (11+ pairs)
7ffda82f01c0,6,Warm (3-10 pairs)
7ffda82f0480,4,Warm (3-10 pairs)
7ffda82f0500,2,Cold (1-2 pairs)
7ffda82f0540,3,Warm (3-10 pairs)
7ffda82f0580,4,Warm (3-10 pairs)
7ffda82f0600,2,Cold (1-2 pairs)
7ffda82f06c0,1,Cold (1-2 pairs)
7ffda82f0700,1,Cold (1-2 pairs)
7ffda82f0780,2,Cold (1-2 pairs)
7ffda82f0880,6,Warm (3-10 pairs)
7ffda82f0900,3,Warm (3-10 pairs)
7ffda82f0a40,2,Cold (1-2 pairs)
7ffda82f0e80,1,Cold (1-2 pairs)
7ffda831d9c0,8,Warm (3-10 pairs)
7ffda838aa40,1,Cold (1-2 pairs)
7ffda838aa80,2,Cold (1-2 pairs)
7ffda83a9680,1,Cold (1-2 pairs)
7ffda83a96c0,29,Hot (11+ pairs)
7ffda83a9700,17,Hot (11+ pairs)
7ffda83a9780,4,Warm (3-10 pairs)
7ffda83a9940,1,Cold (1-2 pairs)
7ffda83bd000,1,Cold (1-2 pairs)
7ffda83bd100,32,Hot (11+ pairs)
7ffda83bd140,3,Warm (3-10 pairs)
7ffda83bd240,5,Warm (3-10 pairs)
7ffda83bd280,9,Warm (3-10 pairs)
7ffda83bd380,11,Hot (11+ pairs)
7ffda83bd3c0,26,Hot (11+ pairs)
7ffda83bd400,18,Hot (11+ pairs)
7ffda83bd440,19,Hot (11+ pairs)
7ffda83bd480,12,Hot (11+ pairs)
7ffda83bd4c0,36,Hot (11+ pairs)
7ffda83bd500,18,Hot (11+ pairs)
7ffda83bd540,5,Warm (3-10 pairs)
7ffda83bd5c0,9,Warm (3-10 pairs)
7ffda83bd680,2,Cold (1-2 pairs)
7ffda83bd740,3,Warm (3-10 pairs)
7ffda83bd780,7,Warm (3-10 pairs)
7ffda83bd8c0,1,Cold (1-2 pairs)
7ffda83bd940,2,Cold (1-2 pairs)
7ffda83bda80,2,Cold (1-2 pairs)
7ffda83bdb00,1,Cold (1-2 pairs)
7ffda83bdfc0,3,Warm (3-10 pairs)
7ffda83be1c0,2,Cold (1-2 pairs)
7ffda83be280,1,Cold (1-2 pairs)
7ffda83be2c0,1,Cold (1-2 pairs)
7ffda83be580,1,Cold (1-2 pairs)
7ffda83be6c0,1,Cold (1-2 pairs)
7ffda83be980,1,Cold (1-2 pairs)
7ffda83bedc0,1,Cold (1-2 pairs)
7ffda83bee00,1,Cold (1-2 pairs)
7ffda83bee40,10,Warm (3-10 pairs)
7ffda83bee80,1,Cold (1-2 pairs)
7ffda83bef80,1,Cold (1-2 pairs)
7ffda83bf0c0,13,Hot (11+ pairs)
7ffda83bf100,29,Hot (11+ pairs)
7ffda83bf140,4,Warm (3-10 pairs)
7ffda83bf180,1,Cold (1-2 pairs)
7ffda83bf1c0,2,Cold (1-2 pairs)
7ffda83bf200,3,Warm (3-10 pairs)
7ffda83bf240,2,Cold (1-2 pairs)
7ffda83bf2c0,3,Warm (3-10 pairs)
7ffda83c2080,1,Cold (1-2 pairs)
7ffda83c2340,1,Cold (1-2 pairs)
7ffda83c2940,2,Cold (1-2 pairs)
7ffda83c2980,1,Cold (1-2 pairs)
7ffda83c29c0,1,Cold (1-2 pairs)
7ffda83c2a40,1,Cold (1-2 pairs)
7ffda83c2e80,7,Warm (3-10 pairs)
7ffda83c2ec0,2,Cold (1-2 pairs)
7ffda83c2f00,31,Hot (11+ pairs)
7ffda83c2f40,13,Hot (11+ pairs)
7ffda83c4180,1,Cold (1-2 pairs)
7ffda83c4200,1,Cold (1-2 pairs)
7ffda83c4880,6,Warm (3-10 pairs)
7ffda83c48c0,1,Cold (1-2 pairs)
7ffda8428240,1,Cold (1-2 pairs)
7ffda8486d00,3,Warm (3-10 pairs)
7ffda84c0140,2,Cold (1-2 pairs)
7ffda84d28c0,2,Cold (1-2 pairs)
7ffda854dc40,14,Hot (11+ pairs)
7ffda854de80,6,Warm (3-10 pairs)
7ffda854dec0,14,Hot (11+ pairs)
7ffda854df00,10,Warm (3-10 pairs)
7ffda854df80,2,Cold (1-2 pairs)
7ffda854dfc0,4,Warm (3-10 pairs)
7ffda86574c0,1,Cold (1-2 pairs)
7ffda869a280,5,Warm (3-10 pairs)
7ffda869a2c0,21,Hot (11+ pairs)
7ffda869a300,1,Cold (1-2 pairs)
7ffda869a340,20,Hot (11+ pairs)
7ffda869a380,4,Warm (3-10 pairs)
7ffda869a400,2,Cold (1-2 pairs)
7ffda869a440,2,Cold (1-2 pairs)
7ffda8722f80,2,Cold (1-2 pairs)
7ffda873ba80,36,Hot (11+ pairs)
7ffda873bac0,33,Hot (11+ pairs)
7ffda873bb00,26,Hot (11+ pairs)
7ffda8761ac0,16,Hot (11+ pairs)
7ffda88f8240,1,Cold (1-2 pairs)
7ffda899d9c0,1,Cold (1-2 pairs)
7ffda8a13940,1,Cold (1-2 pairs)
7ffda8a13980,4,Warm (3-10 pairs)
7ffda8a13a00,6,Warm (3-10 pairs)
7ffda8a13a40,1,Cold (1-2 pairs)
7ffda8a13ac0,2,Cold (1-2 pairs)
7ffda8a140c0,2,Cold (1-2 pairs)
7ffda8a14100,5,Warm (3-10 pairs)
7ffda8a14140,1,Cold (1-2 pairs)
7ffda8a14180,5,Warm (3-10 pairs)
7ffda8a141c0,1,Cold (1-2 pairs)
7ffda8a14280,1,Cold (1-2 pairs)
7ffda8a14640,1,Cold (1-2 pairs)
7ffda8a146c0,1,Cold (1-2 pairs)
7ffda8a14780,1,Cold (1-2 pairs)
7ffda8a147c0,1,Cold (1-2 pairs)
7ffda8a14840,1,Cold (1-2 pairs)
7ffda8a14f00,1,Cold (1-2 pairs)
7ffda8a15000,1,Cold (1-2 pairs)
7ffda8a18e80,1,Cold (1-2 pairs)
7ffda8a19100,1,Cold (1-2 pairs)
7ffda8a19c00,3,Warm (3-10 pairs)
7ffda8a19c40,1,Cold (1-2 pairs)
7ffda8a19cc0,9,Warm (3-10 pairs)
7ffda8a19d40,1,Cold (1-2 pairs)
7ffda8a19d80,2,Cold (1-2 pairs)
7ffda8a19f00,1,Cold (1-2 pairs)
7ffda8a23500,2,Cold (1-2 pairs)
7ffda8a23540,3,Warm (3-10 pairs)
7ffda8a24b00,4,Warm (3-10 pairs)
7ffda8a24cc0,2,Cold (1-2 pairs)
7ffda8a365c0,1,Cold (1-2 pairs)
7ffda8b79b00,1,Cold (1-2 pairs)
7ffda8b79e80,1,Cold (1-2 pairs)
7ffda8b95780,26,Hot (11+ pairs)
7ffda8b95800,1,Cold (1-2 pairs)
7ffda8b95840,1,Cold (1-2 pairs)
7ffda8baa880,1,Cold (1-2 pairs)
7ffda8cd9140,1,Cold (1-2 pairs)
7ffda8cd9480,1,Cold (1-2 pairs)
7ffda8cd9500,1,Cold (1-2 pairs)
7ffda8cd9840,2,Cold (1-2 pairs)
7ffda8cd9880,1,Cold (1-2 pairs)
7ffda8cdbd00,1,Cold (1-2 pairs)
7ffda8cdbd40,1,Cold (1-2 pairs)
7ffda8d30840,1,Cold (1-2 pairs)
7ffda8d53480,1,Cold (1-2 pairs)
7ffda8fb7300,1,Cold (1-2 pairs)
7ffda908ec80,6,Warm (3-10 pairs)
7ffdacda4b80,6,Warm (3-10 pairs)
7ffdacda6c00,1,Cold (1-2 pairs)
7ffdacdb54c0,4,Warm (3-10 pairs)
7ffdace11bc0,4,Warm (3-10 pairs)
7ffdace30c00,1,Cold (1-2 pairs)
7ffdaee5af00,1,Cold (1-2 pairs)
7ffdaee6e100,1,Cold (1-2 pairs)
7ffdaee709c0,3,Warm (3-10 pairs)
7ffdaee70a00,5,Warm (3-10 pairs)
7ffdaee71680,1,Cold (1-2 pairs)
7ffdaee71780,1,Cold (1-2 pairs)
7ffdaee717c0,2,Cold (1-2 pairs)
7ffdaf154900,5,Warm (3-10 pairs)
7ffdaf154940,1,Cold (1-2 pairs)
7ffdaf154980,8,Warm (3-10 pairs)
7ffdaf154a80,1,Cold (1-2 pairs)
7ffdaf155600,1,Cold (1-2 pairs)
7ffdaf155640,1,Cold (1-2 pairs)
7ffdaf1556c0,5,Warm (3-10 pairs)
7ffdaf155740,1,Cold (1-2 pairs)
7ffdaf155dc0,1,Cold (1-2 pairs)
7ffdaf155e40,1,Cold (1-2 pairs)
7ffdaf156d40,4,Warm (3-10 pairs)
7ffdaf157fc0,1,Cold (1-2 pairs)
7ffdaf163f80,2,Cold (1-2 pairs)
7ffdaf83b080,1,Cold (1-2 pairs)
7ffdaf83b700,2,Cold (1-2 pairs)
7ffdaf8419c0,1,Cold (1-2 pairs)
7ffdaf841a40,3,Warm (3-10 pairs)
7ffdaf841a80,3,Warm (3-10 pairs)
7ffdaf841ac0,1,Cold (1-2 pairs)
7ffdaff0b940,4,Warm (3-10 pairs)
7ffdaff0b9c0,1,Cold (1-2 pairs)
7ffdaff0bd80,1,Cold (1-2 pairs)
7ffdaff0e340,7,Warm (3-10 pairs)
7ffdaff0e380,4,Warm (3-10 pairs)
7ffdaff0ff40,2,Cold (1-2 pairs)
7ffdaff10980,2,Cold (1-2 pairs)
7ffdaff11300,1,Cold (1-2 pairs)
7ffdaff11380,1,Cold (1-2 pairs)
7ffdaff113c0,1,Cold (1-2 pairs)
7ffdaff11480,1,Cold (1-2 pairs)
7ffdaff114c0,1,Cold (1-2 pairs)
7ffdaff11980,6,Warm (3-10 pairs)
7ffdaff11a00,8,Warm (3-10 pairs)
7ffdaff13f40,9,Warm (3-10 pairs)
7ffdaffcf980,4,Warm (3-10 pairs)
7ffdaffd4b00,22,Hot (11+ pairs)
7ffdaffd4b40,18,Hot (11+ pairs)
7ffdaffe4c40,5,Warm (3-10 pairs)
7ffdaffe4c80,1,Cold (1-2 pairs)
7ffdb00bdfc0,1,Cold (1-2 pairs)
7ffdb00be080,2,Cold (1-2 pairs)
7ffdb00be1c0,1,Cold (1-2 pairs)
7ffdb00be200,2,Cold (1-2 pairs)
7ffdb00bedc0,2,Cold (1-2 pairs)
7ffdb00befc0,4,Warm (3-10 pairs)
7ffdb00bf300,2,Cold (1-2 pairs)
7ffdb00bf7c0,5,Warm (3-10 pairs)
7ffdb00c5000,4,Warm (3-10 pairs)
7ffdb00c5040,2,Cold (1-2 pairs)
7ffdb00c5080,1,Cold (1-2 pairs)
7ffdb00c5140,2,Cold (1-2 pairs)
7ffdb00c51c0,1,Cold (1-2 pairs)
7ffdb00c5300,2,Cold (1-2 pairs)
7ffdb01116c0,2,Cold (1-2 pairs)
7ffdb011a7c0,1,Cold (1-2 pairs)
7ffdb0120580,1,Cold (1-2 pairs)
7ffdb0120b40,1,Cold (1-2 pairs)
7ffdb0120fc0,1,Cold (1-2 pairs)
7ffdb0121140,1,Cold (1-2 pairs)
7ffdb0126c80,1,Cold (1-2 pairs)
7ffdb0261d80,1,Cold (1-2 pairs)
7ffdb0264f40,1,Cold (1-2 pairs)
7ffdb0264fc0,6,Warm (3-10 pairs)
7ffdb02d8940,1,Cold (1-2 pairs)
7ffdb02de9c0,1,Cold (1-2 pairs)
7ffdb0391500,1,Cold (1-2 pairs)
7ffdb0578100,2,Cold (1-2 pairs)
7ffdb0578140,1,Cold (1-2 pairs)
7ffff3db4040,2,Cold (1-2 pairs)
7ffff3db4080,2,Cold (1-2 pairs)
7ffff3db40c0,3,Warm (3-10 pairs)
7ffff3db4100,1,Cold (1-2 pairs)
7ffff3db4180,1,Cold (1-2 pairs)
7ffff3db41c0,1,Cold (1-2 pairs)
7ffff3db4200,7,Warm (3-10 pairs)
7ffff3db71c0,4,Warm (3-10 pairs)
7ffff3db7200,1,Cold (1-2 pairs)
7ffff3db7740,2,Cold (1-2 pairs)
7ffff3db78c0,1,Cold (1-2 pairs)
7ffff3db9240,5,Warm (3-10 pairs)
7ffff3db9280,1,Cold (1-2 pairs)
7ffff3dbcc40,3,Warm (3-10 pairs)
7ffff3dbcc80,7,Warm (3-10 pairs)
7ffff3dbccc0,1,Cold (1-2 pairs)
7ffff3dbd240,15,Hot (11+ pairs)
7ffff3dbd280,1,Cold (1-2 pairs)
7ffff3dd6cc0,4,Warm (3-10 pairs)
7ffff3dd6d00,1,Cold (1-2 pairs)
7ffff3dd6d40,2,Cold (1-2 pairs)
7ffff3dd6d80,4,Warm (3-10 pairs)
7ffff3dd6e80,3,Warm (3-10 pairs)
7ffff3dd9000,2,Cold (1-2 pairs)
7ffff3dd9080,2,Cold (1-2 pairs)
7ffff3e70740,1,Cold (1-2 pairs)
7ffff3eb2a00,1,Cold (1-2 pairs)
7ffff3ec74c0,1,Cold (1-2 pairs)
7ffff3eda180,1,Cold (1-2 pairs)
7ffff3ee67c0,6,Warm (3-10 pairs)
7ffff3ee6800,15,Hot (11+ pairs)
7ffff3ee6840,19,Hot (11+ pairs)
7ffff3ee6880,4,Warm (3-10 pairs)
7ffff3ee68c0,6,Warm (3-10 pairs)
7ffff3ee6900,8,Warm (3-10 pairs)
7ffff3ee6940,1,Cold (1-2 pairs)
7ffff3ee6ac0,1,Cold (1-2 pairs)
7ffff3ef4140,3,Warm (3-10 pairs)
7ffff3f0b6c0,1,Cold (1-2 pairs)
7ffff3f4af40,1,Cold (1-2 pairs)
7ffff3f4c500,1,Cold (1-2 pairs)
7ffff3f4d2c0,4,Warm (3-10 pairs)
7ffff3f87800,13,Hot (11+ pairs)
7ffff3f87840,25,Hot (11+ pairs)
7ffff3f87880,1,Cold (1-2 pairs)
7ffff3fa6f40,5,Warm (3-10 pairs)
7ffff3fa6f80,2,Cold (1-2 pairs)
7ffff3fba580,1,Cold (1-2 pairs)
7ffff3fba5c0,1,Cold (1-2 pairs)
7ffff4073cc0,3,Warm (3-10 pairs)
7ffff4073d00,9,Warm (3-10 pairs)
7ffff4073d80,12,Hot (11+ pairs)
7ffff4073dc0,8,Warm (3-10 pairs)
7ffff4152d40,12,Hot (11+ pairs)
7ffff4152d80,3,Warm (3-10 pairs)
7ffff4152e00,1,Cold (1-2 pairs)
7ffff41a4e80,3,Warm (3-10 pairs)
7ffff41a4ec0,5,Warm (3-10 pairs)
7ffff41c2580,3,Warm (3-10 pairs)
7ffff41c25c0,1,Cold (1-2 pairs)
7ffff41f1440,4,Warm (3-10 pairs)
7ffff41f1480,4,Warm (3-10 pairs)
7ffff41f15c0,3,Warm (3-10 pairs)
7ffff41f1600,4,Warm (3-10 pairs)
7ffff41f1640,2,Cold (1-2 pairs)
7ffff41f1900,1,Cold (1-2 pairs)
7ffff4251ec0,1,Cold (1-2 pairs)
7ffff42c3e40,1,Cold (1-2 pairs)
7ffff42fb0c0,1,Cold (1-2 pairs)
7ffff44956c0,17,Hot (11+ pairs)
7ffff4495700,5,Warm (3-10 pairs)
7ffff4495740,16,Hot (11+ pairs)
7ffff44d1800,7,Warm (3-10 pairs)
7ffff44d1840,5,Warm (3-10 pairs)
7ffff44d1880,5,Warm (3-10 pairs)
7ffff44f8b00,28,Hot (11+ pairs)
7ffff44f8b40,11,Hot (11+ pairs)
7ffff44f8b80,7,Warm (3-10 pairs)
7ffff44f8bc0,21,Hot (11+ pairs)
7ffff44f8c00,2,Cold (1-2 pairs)
7ffff4553300,1,Cold (1-2 pairs)
7ffff4553340,2,Cold (1-2 pairs)
7ffff45bef40,3,Warm (3-10 pairs)
7ffff45bef80,5,Warm (3-10 pairs)
7ffff4628240,3,Warm (3-10 pairs)
7ffff467af40,7,Warm (3-10 pairs)
7ffff467af80,4,Warm (3-10 pairs)
7ffff468a6c0,1,Cold (1-2 pairs)
7ffff46e8280,1,Cold (1-2 pairs)
7ffff46e82c0,3,Warm (3-10 pairs)
7ffff46e8300,2,Cold (1-2 pairs)
7ffff4707b40,3,Warm (3-10 pairs)
7ffff4739780,1,Cold (1-2 pairs)
7ffff473b440,15,Hot (11+ pairs)
7ffff473b480,8,Warm (3-10 pairs)
7ffff473b500,14,Hot (11+ pairs)
7ffff473b540,13,Hot (11+ pairs)
7ffff473b6c0,9,Warm (3-10 pairs)
7ffff473b700,5,Warm (3-10 pairs)
7ffff479ee80,7,Warm (3-10 pairs)
7ffff4833380,1,Cold (1-2 pairs)
7ffff4884140,2,Cold (1-2 pairs)
7ffff4884200,2,Cold (1-2 pairs)
7ffff48850c0,1,Cold (1-2 pairs)
7ffff4893100,2,Cold (1-2 pairs)
7ffff4893140,7,Warm (3-10 pairs)
7ffff4907900,2,Cold (1-2 pairs)
7ffff494e000,3,Warm (3-10 pairs)
7ffff49b0780,25,Hot (11+ pairs)
7ffff49b07c0,4,Warm (3-10 pairs)
7ffff49d9dc0,1,Cold (1-2 pairs)
7ffff4ab5900,2,Cold (1-2 pairs)
7ffff4b56380,5,Warm (3-10 pairs)
7ffff4b563c0,1,Cold (1-2 pairs)
7ffff4b56400,2,Cold (1-2 pairs)
7ffff4b57800,4,Warm (3-10 pairs)
